,Date,Adj Close,Close,High,Low,Open,Volume,Daily Return,Volatility,Daily Variation,7-Day SMA,7-Day STD,SMA + 2STD,SMA - 2STD,High-Close,Low-Open,Cumulative Return,14-Day EMA,Close % Change,Close Change,RSI,MACD,Stochastic Oscillator,ATR,+DI,-DI,ADX
0,2010-09-27,1.3686670064926147,1.3686670064926147,1.3873330354690552,1.3366669416427612,1.3600000143051147,6279000,0.021393262985027306,45.95786507502794,0.03725448036276789,1.3535240207399641,0.03473439882410987,1.422992818388184,1.2840552230917444,0.01372502116184002,-0.017156670894798064,0.9908306056003128,1.360637218035893,0.021393262985027306,0.028666973114013672,49.937167463835024,0.005661020972316244,0.28142226408660065,0.06685714210782732,22.26929178755494,15.482456934602906,18.255342961450292
1,2010-09-28,1.4266669750213623,1.4266669750213623,1.4326670169830322,1.3839999437332153,1.4026670455932617,18217500,0.042376975738883216,47.959146109364006,0.03469609798185073,1.3646668706621443,0.0441513125478888,1.452969495757922,1.2763642455663666,0.004277595299982391,-0.013308291457115602,1.0328190101351802,1.3694411856339557,0.042376975738883216,0.05799996852874756,52.95515389678383,0.010509520695096253,0.519126977884241,0.06947614465441022,21.59377642563515,18.66317521146484,17.535899029035395
2,2010-09-29,1.4653329849243164,1.4653329849243164,1.4686670303344727,1.408666968345642,1.4126670360565186,29539500,0.02710233753211755,48.58800002994826,0.042472897333487476,1.3734287193843298,0.05736608825940885,1.4881608959031474,1.2586965428655121,0.0023601070351746073,-0.002831571494754146,1.0608108195574513,1.3822267588726704,0.02710233753211755,0.0386660099029541,57.17511014773516,0.017272904222922048,0.6775941814159616,0.07204758269446236,22.357085998170977,18.361093531697257,16.768656939113207
3,2010-09-30,1.3606669902801514,1.3606669902801514,1.476667046546936,1.3459999561309814,1.4666670560836792,32937000,-0.07142812979779545,54.84258129741462,0.08909117435613793,1.3700001410075597,0.057299628197042686,1.4845993974016451,1.2554008846134743,0.07909092645506753,-0.08227300085058514,0.9850390866471959,1.3793521230603345,-0.07142812979779545,-0.10466599464416504,51.21458229944795,0.014025585143787378,0.24863532277614897,0.07580951281956264,21.425175493417804,17.130660467556012,15.314937324670977
4,2010-10-01,1.3733329772949219,1.3733329772949219,1.3833329677581787,1.3539999723434448,1.3793330192565918,8965500,0.009308660462294727,52.200697149937305,0.021266072083551846,1.3769524267741613,0.05372329792521912,1.4843990226245996,1.269505830923723,0.007249873905466608,-0.018366157091490875,0.9942084810468835,1.3785495702916128,0.009308660462294727,0.012665987014770508,49.36974391367909,0.012331945682466428,0.30054508918952855,0.07442858389445714,17.825625548997,18.36428295026248,13.437765729499791
5,2010-10-04,1.3993330001831055,1.3993330001831055,1.4113329648971558,1.3533329963684082,1.3619999885559082,9654000,0.018932060409265317,51.571651479279154,0.042584411906084786,1.3905714239392961,0.04320041139699334,1.4769722467332829,1.3041706011453094,0.008810546853802496,-0.006363430440766286,1.013030896069467,1.3813206942771452,0.018932060409265317,0.026000022888183594,49.31647999229836,0.012938561084962386,0.40710252630786964,0.07347622088023595,19.941026515233354,14.931196137336869,12.988770890468667
6,2010-10-05,1.4079999923706055,1.4079999923706055,1.418666958808899,1.4006669521331787,1.409999966621399,4980000,0.006193659540913998,51.60993666781288,0.012765962483567506,1.4002857037952967,0.03715591494341659,1.47459753368213,1.3259738739084634,0.007565224603411398,-0.0066191593681975145,1.0193052645441483,1.38487793402294,0.006193659540913998,0.0086669921875,45.102514973181876,0.013957765565294267,0.4426229748473364,0.06909528800419398,20.289814406147837,16.991523897754174,12.57212474390794
7,2010-10-06,1.3639999628067017,1.3639999628067017,1.4173330068588257,1.3546669483184814,1.4040000438690186,4701000,-0.03125002116642228,52.09180746609824,0.04463394343468444,1.3996189832687378,0.037853166881701095,1.4753253170321399,1.3239126495053357,0.037986497425707734,-0.03513753134550434,0.987451953452098,1.3820942045274416,-0.03125002116642228,-0.04400002956390381,47.14284132932448,0.011087250870253973,0.36226333358299745,0.06252379076821464,19.90191881357317,16.666684197442823,12.155478597347212
8,2010-10-07,1.3619999885559082,1.3619999885559082,1.3760000467300415,1.3559999465942383,1.3713330030441284,2115000,-0.00146625682208823,51.716064825634014,0.014584422668605195,1.3903808423451014,0.03804244478018933,1.4664657319054801,1.3142959527847227,0.010209087175073836,-0.011181132821753238,0.9860040952888646,1.379414975731237,-0.00146625682208823,-0.001999974250793457,51.295304984130205,0.008552379577834168,0.3509427520140136,0.056714304855891635,20.00982287192186,16.362793048057604,11.873988505551178
9,2010-10-08,1.3619999885559082,1.3619999885559082,1.3860000371932983,1.3593330383300781,1.3619999885559082,4017000,0.0,51.62317693765173,0.01957929448405834,1.3756189857210432,0.01977215186732014,1.4151632894556836,1.336074681986403,0.01762118123278161,-0.00195811325127673,0.9860040952888646,1.3770929774411933,0.0,0.0,45.428137350265594,0.006468906290863163,0.3509427520140136,0.052952442850385396,20.216441382804305,16.330593806511537,11.56566859339835
10,2010-10-11,1.3493330478668213,1.3493330478668213,1.3799999952316284,1.3380000591278076,1.3626669645309448,2568000,-0.009300250216974892,50.88304359837657,0.030821864180348685,1.3739998510905675,0.02158187943366897,1.4171636099579055,1.3308360922232296,0.02250509344032073,-0.018101932493555396,0.9768340104877161,1.3733916534979438,-0.009300250216974892,-0.012666940689086914,46.09712272370673,0.0037523674920745265,0.27924326126137067,0.05176194225038801,20.768079567962356,16.776200377885655,11.25734868124552
11,2010-10-12,1.3493330478668213,1.3493330478668213,1.3519999980926514,1.335332989692688,1.3466670513153076,3660000,0.0,49.95472960210931,0.01237648785101298,1.370571289743696,0.023524407004893815,1.4176201037534835,1.3235224757339084,0.00198040801787289,-0.008416379989062256,0.9768340104877161,1.3701838394137942,0.0,0.0,53.14084737941419,0.001581263105649544,0.27924326126137067,0.047476232051849365,21.284307296029557,13.360938506753719,12.052159963443488
12,2010-10-13,1.369333028793335,1.369333028793335,1.3899999856948853,1.3573329448699951,1.3760000467300415,4773000,0.014822123387648434,49.75294614976213,0.023740581188584152,1.3662855795451574,0.01985829998191814,1.4060021795089936,1.3265689795813211,0.015019590261398413,-0.013566207286407672,0.9913127647204165,1.370070397997733,0.014822123387648434,0.019999980926513672,58.33331559380535,0.001457675377025236,0.35599758244194823,0.04733336823327201,21.114012394210572,13.68698167733162,12.691241780252074
13,2010-10-14,1.3833329677581787,1.3833329677581787,1.4019999504089355,1.3600000143051147,1.399999976158142,4422000,0.01022391096282882,47.61810345463327,0.029999954870768186,1.362761718886239,0.011759467950977027,1.3862806547881932,1.339242782984285,0.013333559263324043,-0.028571401810159033,1.0014478581632338,1.371838740632459,0.01022391096282882,0.01399993896484375,55.85582073442824,0.0024610399472126954,0.3396207477083256,0.04733336823327201,20.580116161428816,14.121493348606725,12.586466634905007
14,2010-10-15,1.369333028793335,1.369333028793335,1.3933329582214355,1.350000023841858,1.3926670551300049,4270500,-0.01012044048045202,44.85085917081785,0.031115071057333604,1.3635235854557581,0.012022869181554348,1.3875693238188669,1.3394778470926494,0.01723307041671938,-0.030636921531947938,0.9913127647204166,1.371504645720576,-0.01012044048045202,-0.01399993896484375,50.09371836984051,0.00210230150276014,0.24056508287814737,0.046809571129935126,15.662621271636077,15.54215887614391,11.363598228983367
15,2010-10-18,1.348667025566101,1.348667025566101,1.3760000467300415,1.3480000495910645,1.3680000305175781,2442000,-0.015092021292617885,43.54132602589481,0.02046783370931896,1.3616188764572144,0.01329346274050021,1.3882058019382149,1.3350319509762139,0.01998027818288796,-0.014619868772186172,0.9763518513676122,1.3684596296999794,-0.015092021292617885,-0.020666003227233887,37.735772667071274,0.00014871070903343941,0.0943441104727074,0.04423814160483224,16.774154920137132,16.64514363594707,10.221813443588852
