,Date,Adj Close,Close,High,Low,Open,Volume,Daily Return,Volatility,Daily Variation,7-Day SMA,7-Day STD,SMA + 2STD,SMA - 2STD,High-Close,Low-Open,Cumulative Return,14-Day EMA,Close % Change,Close Change,RSI,MACD,Stochastic Oscillator,ATR,+DI,-DI,ADX
0,2006-04-03,1.974242925643921,4.328999996185303,4.400000095367432,4.269999980926514,4.313000202178955,32742000,0.006744354051779533,36.94355006961088,0.030141457998365286,1.9631673438208443,0.02300034317966701,2.009168030180178,1.9171666574615103,0.016461881718961943,-0.009969909398733027,0.9232247025287798,1.961113952048492,0.006744354051779533,0.013225793838500977,48.272415021903655,-0.014461683734288577,-4.960089694018228,2.4190307600157603,0.6242972081226764,1.040496291912564,13.101442060615915
1,2006-04-04,1.9331982135772705,4.238999843597412,4.35099983215332,4.2270002365112305,4.348999977111816,23020000,-0.02079010213662702,37.237162407955644,0.028512208851387104,1.954828109060015,0.021519643962406985,1.997867396984829,1.911788821135201,0.025753044181501174,-0.028052366346896677,0.9040307666681493,1.9573918535856625,-0.02079010213662702,-0.04104471206665039,33.764844018319536,-0.015553173625602268,-5.05510067121502,2.4062423365456715,0.6250078956441375,1.0416807721908155,13.547011379464092
2,2006-04-05,2.0057098865509033,4.3979997634887695,4.422999858856201,4.25,4.261000156402588,23800000,0.03750865920750779,38.635625420854716,0.04060076331991005,1.9601052148001534,0.028804543677880264,2.017714302155914,1.902496127444393,0.0058671894977207276,-0.0025815902367567465,0.937939748608207,1.963834257981028,0.03750865920750779,0.07251167297363281,56.459279427784566,-0.01044667841861413,-6.810614858556229,2.4070474760872975,0.7660012725222778,1.0391499203480825,13.52265589002624
3,2006-04-06,2.0782227516174316,4.557000160217285,4.585000038146973,4.394000053405762,4.409999847412109,47183000,0.036153217149078376,40.09610052249564,0.043310655634896264,1.9832335199628557,0.0470262206077122,2.07728596117828,1.8891810787474312,0.00634917888854769,-0.00362807132878626,0.9718492880123915,1.9790860571325484,0.036153217149078376,0.07251286506652832,63.34337405692177,-0.0005423105626054525,-4.356362465574492,2.4198865379605974,1.0812211974196286,1.0339553281847067,12.740103245442334
4,2006-04-07,2.064997673034668,4.5279998779296875,4.629000186920166,4.478000164031982,4.550000190734863,36600000,-0.006363648253042586,40.011444879753064,0.03318681682600014,1.9977621180670602,0.054892565825300846,2.107547249717662,1.8879769864164584,0.022197869177268344,-0.01582418102959513,0.9656647809885107,1.990540939252831,-0.006363648253042586,-0.013225078582763672,60.895549717317074,0.006168709956868579,-4.007816589087509,2.4288970146860396,1.076935404486787,1.102436617365834,12.31193812554241
5,2006-04-10,2.0358104705810547,4.464000225067139,4.514999866485596,4.409999847412109,4.460000038146973,34866000,-0.014134254403648128,40.1504399477713,0.0235426049720644,2.0075998646872386,0.05461952174919112,2.116838908185621,1.8983608211888563,0.011434897081222046,-0.011210805001615472,0.952015829305376,1.996576876763261,-0.014134254403648128,-0.02918720245361328,62.44909140035758,0.00902800948486493,-4.06482283453567,2.430120195661272,1.0734425601169235,1.0988610644440386,11.32770465955514
6,2006-04-11,2.0426502227783203,4.479000091552734,4.499000072479248,4.420000076293945,4.4670000076293945,28476000,0.003359719529939076,39.83101270363665,0.01768524648542087,2.019261734826224,0.05165000004883261,2.1225617349238894,1.915961734728559,0.004477273537576625,-0.010521587475974004,0.9552143354799044,2.002719989565269,0.003359719529939076,0.006839752197265625,63.46150946061892,0.011710939381682772,-4.659405946792515,2.4405289462634494,1.0708426395528812,1.049387411405774,11.207032454273952
7,2006-04-12,2.0390021800994873,4.4710001945495605,4.505000114440918,4.388999938964844,4.388999938964844,41924000,-0.0017859360541282454,36.71595150438735,0.0264297509886576,2.0285130568913052,0.04790653801935171,2.1243261329300087,1.9326999808526018,0.007746621181174221,0.0,0.9535083837587507,2.0075576149698318,-0.0017859360541282454,-0.003648042678833008,60.99369363668792,0.013388480034363104,-4.667388530246797,2.4462211642946516,0.7182086191571911,1.0499908267524605,10.968796566554621
8,2006-04-13,2.132948398590088,4.677000045776367,4.7779998779296875,4.61899995803833,4.630000114440918,85363000,0.04607460423902876,37.52817807835652,0.034341234548880134,2.057048797607422,0.040603817682245004,2.138256432971912,1.975841162242932,0.021814218068440857,-0.0023758436567374,0.9974409051790311,2.0242763861191992,0.04607460423902876,0.09394621849060059,64.79008314264948,0.02204450247620482,-3.3647718027121494,2.468659818172455,1.2465525855647095,0.6787013385983138,11.935276101216719
9,2006-04-17,2.0581560134887695,4.513000011444092,4.691999912261963,4.4770002365112305,4.686999797821045,27403000,-0.03506525762684054,34.2101582406501,0.045871492431188994,2.0645411014556885,0.033824596282620245,2.132190294020929,1.996891908890448,0.038190720831924714,-0.0448046875119222,0.9624653828713793,2.028793669768475,-0.03506525762684054,-0.07479238510131836,58.43374293507297,0.022608722928525893,-3.488191590983843,2.4774901270866394,1.2387790926985172,0.6776402162058065,12.878759979199556
10,2006-04-18,2.1320366859436035,4.675000190734863,4.697000026702881,4.514999866485596,4.533999919891357,27970000,0.0358965364970556,36.077736113425935,0.0401411917584785,2.072228806359427,0.04246445692086032,2.157157720201148,1.9872998925177066,0.0048521915211116136,-0.004190572064724914,0.9970145566147743,2.0425594052584923,0.0358965364970556,0.07388067245483398,69.56163492668188,0.028686741622000245,-3.4922993599531096,2.4982482876096452,1.2330498419270843,0.7479473099496314,13.963272146485448
11,2006-04-19,2.173537254333496,4.765999794006348,4.783999919891357,4.63100004196167,4.669000148773193,30096000,0.01946522246240101,36.45593832009398,0.03276930243188986,2.0877344608306885,0.056785437844545865,2.20130533651978,1.9741635851415968,0.003855242088552814,-0.00813881036639251,1.016421666757533,2.060023118468493,0.01946522246240101,0.04150056838989258,69.2565055518541,0.03643239429759726,-3.6866501785358095,2.516483119555882,1.1776260897354582,0.9678860125637737,14.25122198246799
12,2006-04-20,2.179008960723877,4.7779998779296875,4.818999767303467,4.683000087738037,4.710000038146973,36955000,0.002517420108383961,35.260531021196115,0.0288746663405411,2.1081913879939487,0.06062596829707494,2.2294433245880985,1.9869394513997989,0.008704859669153981,-0.0057324735011165685,1.0189804271000256,2.0758878974358774,0.002517420108383961,0.005471706390380859,69.35882833943438,0.04252223101420549,-3.4594474645050033,2.5323945369039262,1.1421667141151925,1.0635950804926102,14.330997902323784
13,2006-04-21,2.112426280975342,4.631999969482422,4.835000038146973,4.610000133514404,4.775000095367432,28924000,-0.030556404745768484,37.42304858921762,0.04712039793483079,2.118159396307809,0.05335386559608843,2.224867127499986,2.0114516651156324,0.04251310253616448,-0.03455496514295478,0.9878440487415412,2.0807596819078062,-0.030556404745768484,-0.06658267974853516,62.44385084998703,0.041497447937429044,-3.477918824721505,2.5501043455941335,1.1652698129707304,1.056739558842512,14.473736704658398
