Price,Adj Close,Close,High,Low,Open,Volume,Daily Return,Volatility
Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,NFLX,,
Date,,,,,,,,
2013-01-02 00:00:00+00:00,13.144286155700684,13.144286155700684,13.687143325805664,12.955714225769043,13.601428985595703,19431300,,
2013-01-03 00:00:00+00:00,13.79857063293457,13.79857063293457,13.988571166992188,13.075714111328125,13.138570785522461,27912500,0.04977710234573096,
2013-01-04 00:00:00+00:00,13.71142864227295,13.71142864227295,13.958571434020996,13.648571014404297,13.791428565979004,17761100,-0.006315291125417732,
2013-01-07 00:00:00+00:00,14.171428680419922,14.171428680419922,14.535714149475098,13.731429100036621,13.770000457763672,45550400,0.03354865857878386,
2013-01-08 00:00:00+00:00,13.880000114440918,13.880000114440918,14.427143096923828,13.828571319580078,14.287142753601074,24714900,-0.020564515586326104,
2013-01-09 00:00:00+00:00,13.70142936706543,13.70142936706543,13.992856979370117,13.507143020629883,13.874285697937012,20223000,-0.012865327514637537,
2013-01-10 00:00:00+00:00,14.0,14.0,14.274286270141602,13.671428680419922,13.795714378356934,26117700,0.02179120330702533,
2013-01-11 00:00:00+00:00,14.470000267028809,14.470000267028809,14.5600004196167,14.0,14.025713920593262,29851500,0.03357144764491493,
2013-01-14 00:00:00+00:00,14.778571128845215,14.778571128845215,14.928570747375488,14.365714073181152,14.427143096923828,23473100,0.021324869116935208,
2013-01-15 00:00:00+00:00,14.527142524719238,14.527142524719238,14.908571243286133,14.435713768005371,14.717143058776855,17068100,-0.01701305234003514,
2013-01-16 00:00:00+00:00,13.925713539123535,13.925713539123535,14.614286422729492,13.822856903076172,14.545714378356934,28014700,-0.041400363806737506,
2013-01-17 00:00:00+00:00,13.95714282989502,13.95714282989502,14.085714340209961,13.678570747375488,14.012857437133789,16221100,0.0022569249814874404,
2013-01-18 00:00:00+00:00,14.167142868041992,14.167142868041992,14.562856674194336,14.097143173217773,14.34000015258789,35999600,0.015046062127928472,
2013-01-22 00:00:00+00:00,13.972857475280762,13.972857475280762,14.235713958740234,13.79857063293457,14.235713958740234,22773100,-0.013713802039753253,
2013-01-23 00:00:00+00:00,14.751428604125977,14.751428604125977,14.832857131958008,13.859999656677246,13.875714302062988,74235000,0.05572025122438817,
2013-01-24 00:00:00+00:00,20.979999542236328,20.979999542236328,21.309999465942383,19.945714950561523,20.56999969482422,118805400,0.4222351004273728,
2013-01-25 00:00:00+00:00,24.222856521606445,24.222856521606445,24.66857147216797,20.801429748535156,20.809999465942383,191445800,0.1545689728372821,
2013-01-28 00:00:00+00:00,23.158571243286133,23.158571243286133,25.321428298950195,22.969999313354492,24.644285202026367,109104800,-0.04393723248003323,
2013-01-29 00:00:00+00:00,24.15999984741211,24.15999984741211,24.268571853637695,22.375713348388672,22.59000015258789,59542000,0.04324224467933435,
2013-01-30 00:00:00+00:00,23.957143783569336,23.957143783569336,25.071428298950195,23.23714256286621,24.784286499023438,48062700,-0.008396360311421991,
2013-01-31 00:00:00+00:00,23.605714797973633,23.605714797973633,24.14285659790039,22.902856826782227,23.871429443359375,35601300,-0.01466906859893402,
2013-02-01 00:00:00+00:00,23.542856216430664,23.542856216430664,24.71428680419922,23.411428451538086,24.28571319580078,50358000,-0.002662854401187853,
2013-02-04 00:00:00+00:00,24.96285629272461,24.96285629272461,25.018571853637695,23.25428581237793,23.25428581237793,50969100,0.06031553959467839,
2013-02-05 00:00:00+00:00,24.912857055664062,24.912857055664062,25.412857055664062,24.428571701049805,24.625713348388672,57056300,-0.0020029453550601817,
2013-02-06 00:00:00+00:00,26.34428596496582,26.34428596496582,26.47857093811035,24.935714721679688,25.0,67190900,0.05745743678067283,
2013-02-07 00:00:00+00:00,25.994285583496094,25.994285583496094,26.98285675048828,25.505714416503906,26.53571319580078,53086600,-0.013285627932189126,
2013-02-08 00:00:00+00:00,25.85285758972168,25.85285758972168,26.280000686645508,25.715713500976562,25.96285629272461,25657800,-0.005440734015179416,
2013-02-11 00:00:00+00:00,25.412857055664062,25.412857055664062,26.007143020629883,24.9714298248291,25.568571090698242,29325100,-0.01701941584332045,
2013-02-12 00:00:00+00:00,25.421428680419922,25.421428680419922,26.222856521606445,25.101428985595703,25.808570861816406,34399400,0.00033729480857203065,
2013-02-13 00:00:00+00:00,26.610000610351562,26.610000610351562,26.628570556640625,25.665714263916016,25.842857360839844,40929000,0.04675472589969343,
2013-02-14 00:00:00+00:00,26.77142906188965,26.77142906188965,27.121429443359375,26.384286880493164,26.755714416503906,31979500,0.006066458017114362,
2013-02-15 00:00:00+00:00,27.072856903076172,27.072856903076172,27.14285659790039,26.608570098876953,26.93857192993164,26652500,0.01125931083057563,
2013-02-19 00:00:00+00:00,28.064285278320312,28.064285278320312,28.167142868041992,27.16428565979004,27.28571319580078,34138300,0.03662075187681757,
2013-02-20 00:00:00+00:00,26.731428146362305,26.731428146362305,28.231428146362305,26.64285659790039,28.2257137298584,34996500,-0.04749300111297117,
2013-02-21 00:00:00+00:00,26.735713958740234,26.735713958740234,27.457143783569336,26.071428298950195,26.571428298950195,36894200,0.0001603285972775481,
2013-02-22 00:00:00+00:00,25.694286346435547,25.694286346435547,26.255714416503906,25.489999771118164,26.24571418762207,38971100,-0.038952676330688774,
2013-02-25 00:00:00+00:00,25.617143630981445,25.617143630981445,26.72857093811035,25.064285278320312,25.855714797973633,52164700,-0.0030023295612879863,
2013-02-26 00:00:00+00:00,26.29857063293457,26.29857063293457,26.459999084472656,25.08571434020996,25.799999237060547,33882100,0.026600428672656662,
2013-02-27 00:00:00+00:00,26.33142852783203,26.33142852783203,26.571428298950195,25.794286727905273,26.2257137298584,22626800,0.001249417519913143,
2013-02-28 00:00:00+00:00,26.86857032775879,26.86857032775879,27.4471435546875,26.215713500976562,26.25857162475586,34293700,0.020399265438979297,
2013-03-01 00:00:00+00:00,27.0528564453125,27.0528564453125,27.191429138183594,26.601428985595703,26.729999542236328,21451500,0.006858798786302245,
2013-03-04 00:00:00+00:00,25.887142181396484,25.887142181396484,27.154285430908203,25.23714256286621,26.954286575317383,47824000,-0.0430902469124661,
2013-03-05 00:00:00+00:00,25.961429595947266,25.961429595947266,26.472856521606445,25.440000534057617,26.38142967224121,32326700,0.002869664562825669,
2013-03-06 00:00:00+00:00,26.134286880493164,26.134286880493164,26.4228572845459,25.654285430908203,26.02142906188965,17435600,0.006658234436091481,
2013-03-07 00:00:00+00:00,25.937143325805664,25.937143325805664,26.071428298950195,25.165714263916016,25.71428680419922,28695800,-0.007543483225274095,
2013-03-08 00:00:00+00:00,26.385713577270508,26.385713577270508,26.549999237060547,25.81571388244629,26.064285278320312,23513000,0.01729451257720216,
2013-03-11 00:00:00+00:00,25.7785701751709,25.7785701751709,26.360000610351562,25.572856903076172,26.28571319580078,21015400,-0.02301030822310679,
2013-03-12 00:00:00+00:00,26.015714645385742,26.015714645385742,26.309999465942383,25.60714340209961,25.62285614013672,21151900,0.009199287183245586,
2013-03-13 00:00:00+00:00,27.479999542236328,27.479999542236328,27.884286880493164,26.678571701049805,26.77142906188965,53898600,0.05628463091673308,
2013-03-14 00:00:00+00:00,26.90999984741211,26.90999984741211,27.527143478393555,26.724285125732422,27.527143478393555,28450800,-0.02074234731875224,
2013-03-15 00:00:00+00:00,26.407142639160156,26.407142639160156,27.141429901123047,26.364286422729492,27.03571319580078,20667500,-0.01868662991836889,
2013-03-18 00:00:00+00:00,26.51285743713379,26.51285743713379,26.681428909301758,25.792856216430664,25.911428451538086,18073300,0.004003265306594228,
2013-03-19 00:00:00+00:00,25.90999984741211,25.90999984741211,26.678571701049805,25.60714340209961,26.571428298950195,19873700,-0.022738310691374997,
2013-03-20 00:00:00+00:00,26.149999618530273,26.149999618530273,26.264286041259766,25.775714874267578,26.088571548461914,11132100,0.009262824103881018,
2013-03-21 00:00:00+00:00,25.998571395874023,25.998571395874023,26.77142906188965,25.99571418762207,26.05714225769043,18804100,-0.005790754296950196,
2013-03-22 00:00:00+00:00,25.899999618530273,25.899999618530273,26.265714645385742,25.64285659790039,26.157142639160156,14189000,-0.0037914305306557816,
2013-03-25 00:00:00+00:00,25.8271427154541,25.8271427154541,26.40571403503418,25.681428909301758,26.06142807006836,15024800,-0.0028130078822103943,
2013-03-26 00:00:00+00:00,27.229999542236328,27.229999542236328,27.520000457763672,26.22857093811035,26.28571319580078,46817400,0.054317151619826864,
2013-03-27 00:00:00+00:00,27.177143096923828,27.177143096923828,28.15142822265625,26.904285430908203,27.091428756713867,40475400,-0.0019411107675750827,
2013-03-28 00:00:00+00:00,27.040000915527344,27.040000915527344,27.55714225769043,26.94285774230957,27.25,19588100,-0.0050462324500917255,
2013-04-01 00:00:00+00:00,26.06142807006836,26.06142807006836,27.35714340209961,25.924285888671875,27.2785701751709,22947400,-0.0361898229410581,
2013-04-02 00:00:00+00:00,25.24142837524414,25.24142837524414,26.454286575317383,25.157142639160156,26.27142906188965,32280500,-0.03146411212077793,
2013-04-03 00:00:00+00:00,24.248571395874023,24.248571395874023,25.4757137298584,23.465713500976562,25.292856216430664,75357800,-0.03933442135722698,
2013-04-04 00:00:00+00:00,23.812856674194336,23.812856674194336,24.304285049438477,23.40142822265625,23.90999984741211,34460300,-0.017968675950692292,
2013-04-05 00:00:00+00:00,23.522857666015625,23.522857666015625,24.35714340209961,23.218570709228516,23.360000610351562,32512900,-0.012178253627712743,
2013-04-08 00:00:00+00:00,23.294286727905273,23.294286727905273,23.757143020629883,22.71428680419922,23.690000534057617,31745000,-0.009716971524279416,
2013-04-09 00:00:00+00:00,24.194286346435547,24.194286346435547,24.481428146362305,23.149999618530273,23.355714797973633,34045900,0.03863606681942855,
2013-04-10 00:00:00+00:00,23.724285125732422,23.724285125732422,24.207143783569336,23.558570861816406,24.0,29709400,-0.019426124580540383,
