,Date,Adj Close,Close,High,Low,Open,Volume,Daily Return,Volatility,Daily Variation,7-Day SMA,7-Day STD,SMA + 2STD,SMA - 2STD,High-Close,Low-Open,Cumulative Return,14-Day EMA,Close % Change,Close Change,RSI,MACD,Stochastic Oscillator,ATR,+DI,-DI,ADX
0,2007-08-01,16.047039031982422,18.350000381469727,18.649999618530273,17.18000030517578,18.0,7082200,0.029741664063224427,41.64166347331788,0.08166662851969402,16.77537305014474,1.204268130640237,19.183909311425214,14.366836788864266,0.016666624281141493,-0.04555553860134549,0.9386191974656201,17.125329665469692,0.029741664063224427,0.46348094940185547,31.88158122723928,-0.2794216068025648,-0.24522976950801129,2.8393019948686873,4.451662751909756,2.8238208898715715,11.827383687636592
1,2007-08-02,16.510520935058594,18.8799991607666,19.5,18.260000228881836,18.670000076293945,7427800,0.028882705535421938,41.08203271758518,0.06641669877080729,16.469298090253556,0.8746703617010815,18.21863881365572,14.719957366851393,0.03320840046597743,-0.021960355958043232,0.9657290593559136,17.043355168081547,0.028882705535421938,0.4634819030761719,36.935416804449964,-0.2999149786712003,-0.1449089880728756,2.8949413980756487,3.6022414943017997,4.593692637286672,12.125033054875203
2,2007-08-03,16.353124618530273,18.700000762939453,19.170000076293945,18.190000534057617,18.8799991607666,3412800,-0.00953309209003228,40.69799843867211,0.051906757722362966,16.209448541913712,0.4530813158737576,17.11561117366123,15.303285910166197,0.02489403253423706,-0.03654653905614728,0.9565226752990534,16.951324428141376,-0.00953309209003228,-0.1573963165283203,31.14481267085627,-0.3251090362551956,-0.17897746273031653,2.865419455936977,2.842612042800172,4.621331272687893,12.845760910495828
3,2007-08-06,15.758455276489258,18.020000457763672,19.0,17.709999084472656,18.940000534057617,5659800,-0.036364264072639374,41.535269506254565,0.06810986690352432,16.04204327719552,0.34624265620269995,16.73452858960092,15.34955796479012,0.05174231861683996,-0.06494199656294578,0.9217394321430111,16.792275207921094,-0.036364264072639374,-0.5946693420410156,25.117708146797327,-0.38858103416894707,-0.30769380028981796,2.8446241787501743,2.8572616419067933,3.8765277953263033,13.405516644026372
4,2007-08-07,16.134490966796875,18.450000762939453,18.770000457763672,17.850000381469727,17.850000381469727,2725000,0.023862471524644935,41.522199485457215,0.051540619419202204,16.024553435189382,0.33653559221028945,16.69762461960996,15.351482250768804,0.017927153388546356,0.0,0.9437344130956661,16.704570642437865,0.023862471524644935,0.3760356903076172,27.945586985736995,-0.40388438448516695,-0.226300774912167,2.826207092830113,2.044068673587402,4.121660290729565,14.65011074800466
5,2007-08-08,16.169469833374023,18.489999771118164,18.850000381469727,18.049999237060547,18.3799991607666,2724100,0.002167956004879956,40.56960866553997,0.043525635524338774,16.079522677830287,0.32193422373303965,16.723391125296367,15.435654230364207,0.019586541174605114,-0.017954294819036917,0.9457803877835487,16.63322386789602,0.002167956004879956,0.03497886657714844,26.840502905986796,-0.4084811808807771,-0.22862679962871432,2.7978882789611816,2.040016478196983,4.4479171718163,16.00153664839391
6,2007-08-09,15.627277374267578,17.8700008392334,18.1299991607666,17.649999618530273,18.040000915527344,3314300,-0.0335318637341685,41.163290643361826,0.026607512077407056,16.08576829092843,0.31094526515558824,16.707658821239608,15.463877760617255,0.014412323078621244,-0.02161869607564096,0.9140666086979417,16.499097668745563,-0.0335318637341685,-0.5421924591064453,24.893304062015815,-0.4506794234455924,-0.3512947746847373,2.7401012011936734,2.0596850771367565,4.490801285697139,17.330254589286863
7,2007-08-10,15.356185913085938,17.559999465942383,17.610000610351562,16.950000762939453,17.5,3903000,-0.017347325109108858,40.64714506450301,0.03771427699497768,15.987074988228935,0.4168792115452895,16.820833411319512,15.153316565138356,0.002857208251953125,-0.03142852783203125,0.8982099980654779,16.346709434657612,-0.017347325109108858,-0.2710914611816406,24.8227061158385,-0.5002303064217415,-0.3427559098074234,2.6827427319117954,2.0969414563273654,4.3829626907978465,18.69409291849704
8,2007-08-13,15.120072364807129,17.290000915527344,18.049999237060547,17.18000030517578,17.649999618530273,2050800,-0.015375793808122706,40.56905134186493,0.04929172525144853,15.78843947819301,0.4553817246642294,16.69920292752147,14.877676028864553,0.04305939591836029,-0.026628856856237674,0.8843993063388288,16.183157825344214,-0.015375793808122706,-0.2361135482788086,21.54924950077053,-0.5521868618193508,-0.41970847304884956,2.650918756212507,2.8522437885897305,4.3814712696287454,18.98594184284006
9,2007-08-14,14.840230941772461,16.969999313354492,17.579999923706055,15.960000038146973,17.290000915527344,5720100,-0.01850794204437911,39.28364871371929,0.0936957663260871,15.572311810084752,0.4995809959887552,16.57147380206226,14.573149818107241,0.03528054239741245,-0.07692312359486109,0.8680308952330207,16.004100907534646,-0.01850794204437911,-0.27984142303466797,22.270688913475865,-0.6089243693180268,-0.2434280947098228,2.636845452444894,2.0838057256499107,4.428100415519759,19.849898400269872
