Price,Date,Adj Close,Close,High,Low,Open,Volume,Daily Return,Volatility
Ticker,,GTLB,GTLB,GTLB,GTLB,GTLB,GTLB,,
100,2022-03-09,40.599998474121094,40.599998474121094,43.28499984741211,40.150001525878906,41.060001373291016,703400,0.027848062635977167,87.78764097565153
101,2022-03-10,39.33000183105469,39.33000183105469,40.5,36.29999923706055,39.689998626708984,1062900,-0.03128070666987626,85.91006391283739
102,2022-03-11,35.5,35.5,40.650001525878906,35.119998931884766,40.58000183105469,1047900,-0.09738117601689367,86.26637146345455
103,2022-03-14,33.099998474121094,33.099998474121094,35.34000015258789,30.739999771118164,35.119998931884766,3481900,-0.06760567678532126,86.62003377397943
104,2022-03-15,35.66999816894531,35.66999816894531,40.900001525878906,33.61000061035156,39.0,6260200,0.07764349889120226,87.71979016967086
105,2022-03-16,42.7400016784668,42.7400016784668,47.31999969482422,36.61000061035156,37.29999923706055,4373000,0.19820588372434256,92.93354146504085
106,2022-03-17,49.400001525878906,49.400001525878906,50.66999816894531,40.77000045776367,42.54999923706055,4598300,0.1558259145031231,95.81587228419068
107,2022-03-18,62.790000915527344,62.790000915527344,65.2699966430664,48.099998474121094,48.099998474121094,5196200,0.2710526108513154,105.45018915338638
108,2022-03-21,57.04999923706055,57.04999923706055,62.9900016784668,56.5099983215332,61.189998626708984,2378800,-0.09141585594478552,105.1099378317453
109,2022-03-22,56.970001220703125,56.970001220703125,60.93000030517578,55.060001373291016,57.20000076293945,1861700,-0.0014022439513978746,105.00144332700887
110,2022-03-23,54.189998626708984,54.189998626708984,58.334999084472656,53.31999969482422,55.869998931884766,1638200,-0.04879765726569574,105.13844680275307
111,2022-03-24,52.7599983215332,52.7599983215332,55.7400016784668,51.61000061035156,54.79999923706055,1437300,-0.02638863888937193,104.93806147504088
112,2022-03-25,50.54999923706055,50.54999923706055,53.0,48.0099983215332,53.0,1816900,-0.04188777776307617,104.92855489121197
113,2022-03-28,53.7599983215332,53.7599983215332,55.7400016784668,49.34000015258789,50.18000030517578,2073200,0.06350146652661581,105.36960407005009
114,2022-03-29,57.630001068115234,57.630001068115234,58.529998779296875,54.150001525878906,55.02000045776367,2186600,0.07198666048008273,105.90493191573299
115,2022-03-30,53.900001525878906,53.900001525878906,59.5,53.16999816894531,57.560001373291016,1197100,-0.06472322528378394,106.01041822960792
116,2022-03-31,54.45000076293945,54.45000076293945,56.244998931884766,52.15999984741211,53.7599983215332,1115300,0.010204067189060861,105.81117977302452
117,2022-04-01,54.68000030517578,54.68000030517578,57.5,52.2599983215332,54.41999816894531,1272600,0.0042240503032806576,105.30372470889426
118,2022-04-04,58.91999816894531,58.91999816894531,60.59000015258789,54.88999938964844,54.88999938964844,1816900,0.0775420234108557,106.1439947188765
119,2022-04-05,57.290000915527344,57.290000915527344,59.59000015258789,55.0099983215332,59.52000045776367,1262600,-0.027664584251074986,106.18757716032296
120,2022-04-06,53.540000915527344,53.540000915527344,55.56999969482422,49.15999984741211,54.90999984741211,1741700,-0.06545644859613953,106.33755502879441
121,2022-04-07,49.869998931884766,49.869998931884766,55.98899841308594,49.31999969482422,53.16999816894531,1450400,-0.06854691671434443,106.66502008296406
122,2022-04-08,47.720001220703125,47.720001220703125,49.790000915527344,45.93000030517578,49.2400016784668,1331300,-0.043112046465415554,106.66078503573802
123,2022-04-11,46.349998474121094,46.349998474121094,49.01499938964844,44.15999984741211,46.31999969482422,1606800,-0.028709193452150616,106.64363728940533
124,2022-04-12,47.029998779296875,47.029998779296875,50.34000015258789,46.59000015258789,48.779998779296875,1644900,0.014670988728412881,106.67784208422066
125,2022-04-13,50.86000061035156,50.86000061035156,51.33000183105469,46.70000076293945,47.279998779296875,1403200,0.08143742144302801,107.5357116537896
126,2022-04-14,50.459999084472656,50.459999084472656,51.540000915527344,49.0,50.529998779296875,1499300,-0.007864756607916634,107.46303700291708
127,2022-04-18,50.5,50.5,52.39799880981445,48.2599983215332,49.36000061035156,1306300,0.0007927252527368811,106.72326879565375
128,2022-04-19,54.61000061035156,54.61000061035156,56.209999084472656,49.29999923706055,49.29999923706055,1739200,0.08138615070003086,106.98401702002474
129,2022-04-20,54.0099983215332,54.0099983215332,55.279998779296875,51.290000915527344,54.970001220703125,1015800,-0.010987040507460244,106.91500279375316
130,2022-04-21,48.130001068115234,48.130001068115234,57.470001220703125,47.042999267578125,54.709999084472656,2169300,-0.10886868054342591,108.20982505767563
131,2022-04-22,48.15999984741211,48.15999984741211,50.04999923706055,46.470001220703125,47.56999969482422,1075900,0.0006232864872457444,107.95497286675251
132,2022-04-25,53.59000015258789,53.59000015258789,54.33000183105469,48.15999984741211,48.779998779296875,1562000,0.11274917612915147,109.45120821027699
133,2022-04-26,50.970001220703125,50.970001220703125,53.25,49.90999984741211,53.25,1204600,-0.0488896981605671,109.09904041029755
134,2022-04-27,50.2599983215332,50.2599983215332,54.52000045776367,48.900001525878906,50.900001525878906,1184700,-0.013929819151770606,109.039404897547
135,2022-04-28,51.34000015258789,51.34000015258789,52.45000076293945,46.060001373291016,50.540000915527344,1440500,0.021488298191844057,108.99214916302896
136,2022-04-29,47.93000030517578,47.93000030517578,53.459999084472656,47.65999984741211,51.209999084472656,651800,-0.0664199422921159,109.42083026048093
137,2022-05-02,50.619998931884766,50.619998931884766,51.16999816894531,47.06999969482422,47.88999938964844,798500,0.056123484447766714,109.08536615084981
138,2022-05-03,48.79999923706055,48.79999923706055,53.90999984741211,48.13999938964844,50.560001373291016,827000,-0.03595416304281718,109.07494413164973
139,2022-05-04,54.08000183105469,54.08000183105469,54.779998779296875,45.45000076293945,48.75,1337200,0.10819677615864198,109.64201131586593
140,2022-05-05,47.790000915527344,47.790000915527344,53.88999938964844,46.755001068115234,51.810001373291016,1378200,-0.1163091845887364,111.09450647706774
141,2022-05-06,42.369998931884766,42.369998931884766,47.46500015258789,40.5,46.95000076293945,2425300,-0.11341288721092235,112.40816345106714
142,2022-05-09,36.91999816894531,36.91999816894531,41.900001525878906,36.11000061035156,40.75,2369000,-0.12862876800400758,113.68977016446051
143,2022-05-10,36.7599983215332,36.7599983215332,40.630001068115234,33.0,39.290000915527344,3761900,-0.004333690556536651,113.15189847010274
144,2022-05-11,34.47999954223633,34.47999954223633,37.2400016784668,34.349998474121094,35.400001525878906,2394000,-0.06202390868884511,113.16752831108647
145,2022-05-12,37.849998474121094,37.849998474121094,38.31999969482422,32.119998931884766,33.939998626708984,2210000,0.09773778934528932,112.83179117364514
146,2022-05-13,44.540000915527344,44.540000915527344,46.369998931884766,40.099998474121094,40.22999954223633,2163100,0.176750401878625,115.64103924374689
147,2022-05-16,39.86000061035156,39.86000061035156,44.939998626708984,39.45000076293945,43.5099983215332,1613700,-0.10507409539689205,116.651251116256
148,2022-05-17,40.209999084472656,40.209999084472656,41.93000030517578,36.08000183105469,41.36000061035156,1729800,0.008780694148564638,116.67111801217548
149,2022-05-18,37.70000076293945,37.70000076293945,41.45000076293945,37.08000183105469,39.7400016784668,991500,-0.06242224269292396,116.99995586069785
150,2022-05-19,39.029998779296875,39.029998779296875,40.849998474121094,37.16400146484375,37.86000061035156,1556600,0.03527846125841094,117.18466448960163
151,2022-05-20,37.75,37.75,40.36000061035156,35.10499954223633,40.099998474121094,1465900,-0.032795255427367276,117.24148594148093
152,2022-05-23,37.880001068115234,37.880001068115234,39.02000045776367,36.255001068115234,38.0099983215332,925900,0.0034437369037148002,117.24058819434215
153,2022-05-24,34.84000015258789,34.84000015258789,36.79999923706055,33.0,36.5,1002800,-0.08025345379639404,117.81651471113723
154,2022-05-25,37.09000015258789,37.09000015258789,37.66999816894531,34.744998931884766,34.75,1308800,0.06458094116376945,118.32065453447728
155,2022-05-26,40.06999969482422,40.06999969482422,42.470001220703125,36.13999938964844,37.06999969482422,1823600,0.08034509382519928,118.59466483057848
156,2022-05-27,42.939998626708984,42.939998626708984,43.2599983215332,40.06999969482422,40.65999984741211,1143100,0.0716246307397772,119.11763174302618
157,2022-05-31,38.939998626708984,38.939998626708984,43.470001220703125,38.68000030517578,42.689998626708984,1800700,-0.09315324005418046,118.59845799268207
158,2022-06-01,38.33000183105469,38.33000183105469,41.319000244140625,38.0099983215332,39.540000915527344,808300,-0.015665044097764813,118.57773441488209
159,2022-06-02,44.900001525878906,44.900001525878906,44.970001220703125,38.15999984741211,38.31999969482422,1725600,0.17140619308557548,121.76268141735795
160,2022-06-03,40.93000030517578,40.93000030517578,43.75,40.279998779296875,43.0099983215332,1650300,-0.08841873242286957,122.41822036125618
161,2022-06-06,39.84000015258789,39.84000015258789,42.54999923706055,38.75,42.25,3063300,-0.026630836659193857,122.44916783782264
162,2022-06-07,51.0,51.0,51.97999954223633,43.650001525878906,44.130001068115234,8332400,0.2801204770248271,130.30880596004707
163,2022-06-08,50.349998474121094,50.349998474121094,54.5,49.4900016784668,51.04999923706055,2797300,-0.012745127958409874,129.7469782115281
164,2022-06-09,49.15999984741211,49.15999984741211,51.779998779296875,47.790000915527344,49.5,1799500,-0.023634531534705405,129.75253329183306
165,2022-06-10,44.95000076293945,44.95000076293945,47.810001373291016,42.81999969482422,46.86000061035156,2431400,-0.08563871231773978,130.12089378652485
166,2022-06-13,42.52000045776367,42.52000045776367,44.400001525878906,40.130001068115234,41.59000015258789,1985100,-0.054060072612485355,130.38790849631638
167,2022-06-14,45.13999938964844,45.13999938964844,45.6349983215332,41.29600143432617,42.7400016784668,1715100,0.06161803630475693,130.68172076709118
168,2022-06-15,47.84000015258789,47.84000015258789,49.650001525878906,44.58000183105469,45.130001068115234,2650200,0.059813929983318026,130.9874635275838
169,2022-06-16,43.93000030517578,43.93000030517578,46.560001373291016,43.150001525878906,45.08000183105469,1845800,-0.08173076578053895,131.64283369611402
170,2022-06-17,44.0099983215332,44.0099983215332,46.2400016784668,43.130001068115234,44.099998474121094,3670000,0.0018210338220279176,131.11218327108233
171,2022-06-21,46.72999954223633,46.72999954223633,47.88999938964844,44.97999954223633,44.97999954223633,1786300,0.06180416551782253,131.3476350757785
172,2022-06-22,47.880001068115234,47.880001068115234,49.959999084472656,45.040000915527344,45.22999954223633,1635500,0.024609491486073942,131.20485456996448
173,2022-06-23,52.93000030517578,52.93000030517578,54.060001373291016,46.2599983215332,48.25,2307300,0.10547199507945493,132.2446596226447
174,2022-06-24,54.36000061035156,54.36000061035156,55.439998626708984,51.84000015258789,53.72999954223633,2104100,0.027016820270751918,132.08647273437856
175,2022-06-27,53.959999084472656,53.959999084472656,57.95000076293945,52.599998474121094,57.65999984741211,1768200,-0.007358379716477348,131.8111941242194
176,2022-06-28,51.630001068115234,51.630001068115234,55.19499969482422,50.900001525878906,53.619998931884766,1383300,-0.04318009740344664,131.72419758262967
177,2022-06-29,53.41999816894531,53.41999816894531,53.63999938964844,50.029998779296875,51.130001068115234,1433700,0.03466970877007225,131.6827978597034
178,2022-06-30,53.13999938964844,53.13999938964844,54.54999923706055,49.47999954223633,52.7599983215332,1690000,-0.005241459919398617,128.7202417388938
179,2022-07-01,54.349998474121094,54.349998474121094,55.03900146484375,51.25,52.779998779296875,1754500,0.022770024433014235,128.7700141546677
180,2022-07-05,59.150001525878906,59.150001525878906,60.36000061035156,52.880001068115234,53.41999816894531,2379600,0.0883165259708949,129.44165525236494
181,2022-07-06,56.0099983215332,56.0099983215332,58.02000045776367,54.72999954223633,57.709999084472656,3391300,-0.05308542896608226,129.39709898483437
182,2022-07-07,59.09000015258789,59.09000015258789,59.34000015258789,55.560001373291016,56.599998474121094,2271200,0.05499021466441589,129.57329990529084
183,2022-07-08,57.81999969482422,57.81999969482422,59.23500061035156,54.790000915527344,57.279998779296875,1908800,-0.021492646039670937,129.33006203285083
184,2022-07-11,57.369998931884766,57.369998931884766,57.900001525878906,54.5,56.61000061035156,985800,-0.007782787362756283,129.3343991410478
185,2022-07-12,54.22999954223633,54.22999954223633,59.540000915527344,52.7400016784668,57.279998779296875,1828600,-0.054732428936883015,129.33942399523536
186,2022-07-13,55.720001220703125,55.720001220703125,56.599998474121094,51.540000915527344,53.06999969482422,1259800,0.027475598212135965,129.2960088283942
187,2022-07-14,53.959999084472656,53.959999084472656,55.619998931884766,53.040000915527344,55.400001525878906,724000,-0.03158654159498708,128.69636805032977
188,2022-07-15,56.34000015258789,56.34000015258789,56.369998931884766,52.779998779296875,54.88999938964844,1231700,0.04410676628050747,128.16948922763552
189,2022-07-18,58.20000076293945,58.20000076293945,59.900001525878906,57.08000183105469,57.54999923706055,1936200,0.03301385525939038,128.03987775123116
190,2022-07-19,57.400001525878906,57.400001525878906,59.400001525878906,56.43000030517578,58.400001525878906,1433100,-0.01374569117823743,127.66006949556787
