,Date,Open,High,Low,Close,Adj Close,Volume,Daily Return,Volatility,Stock Variance,Daily Variation,7-Day SMA,7-Day STD,SMA + 2STD,SMA - 2STD,High-Close,Low-Open,Cumulative Return,14-Day EMA,Close % Change,Close Change,RSI,MACD,Stochastic Oscillator,ATR,+DI,-DI,ADX
62,2013-04-03,78.87999725341797,79.08000183105469,77.83999633789062,78.12000274658203,55.89372634887695,8426700,-0.010638325168895402,12.020695040853127,5.734012272428213e-05,0.01572015132277824,55.49918746948242,0.5536503570367844,56.60648818355599,54.391886755408855,0.012170374212722964,-0.013184596244167329,1.0393826301105902,55.4217874852206,-0.010638325168895402,-0.6010093688964844,58.18854490106142,0.2607869639197844,-5.942174856692576,22.410754884992325,0.6820206283308398,0.6969364910679259,23.40744835945097
63,2013-04-04,78.31999969482422,78.9800033569336,78.25,78.54000091552734,56.194236755371094,8770600,0.005376460403058836,12.044780104118551,5.757013006213098e-05,0.009320778342416618,55.689305441720144,0.526789035924871,56.742883513569886,54.6357273698704,0.005618008722174798,-0.0008937652591544212,1.0449708296650069,55.52478072124067,0.005376460403058836,0.3005104064941406,57.28767769405369,0.29908827695747675,-5.852470216879873,22.451151984078543,0.6812080352700008,0.6237286558816374,23.08133414913476
64,2013-04-05,77.87999725341797,78.38999938964844,77.83000183105469,78.2300033569336,55.97242736816406,6562600,-0.0039471910290841405,12.155241816978421,5.863091413857972e-05,0.007190518468709538,55.774141039167134,0.516118070773284,56.8063771807137,54.741904897620564,0.0020543918638597784,-0.0006419545984394224,1.0408461301804985,55.58446694083045,-0.0039471910290841405,-0.22180938720703125,63.216583188486204,0.3079938186547295,-5.918682004413664,22.464522770472936,0.6813909224772855,0.6047327988313564,22.781215911316277
65,2013-04-08,78.12000274658203,78.87999725341797,77.87999725341797,78.79000091552734,56.373104095458984,6284500,0.007158466161551802,12.2367316798161,5.9419683414212274e-05,0.012800818802374566,55.95096697126116,0.4708260494992677,56.8926190702597,55.00931487226262,0.001152026814215167,-0.0030722668295677115,1.0482969919827778,55.689618561447595,0.007158466161551802,0.4006767272949219,67.46347725298247,0.343424009698559,-6.492398214119897,22.534360885620117,0.7761314903631472,0.6038930599685615,22.14797259187063
66,2013-04-09,78.81999969482422,78.88999938964844,78.06999969482422,78.26000213623047,55.993896484375,6760600,-0.006726747039543124,12.498798688103573,6.199205104989666e-05,0.010403447069260325,56.07362038748605,0.30586575073466865,56.68535188895539,55.461888886016716,0.007992860388951995,-0.009515351470487881,1.0412453632953957,55.73018895117125,-0.006726747039543124,-0.3792076110839844,58.08730733035136,0.3370188626555617,-7.544691093875368,22.522093636648997,0.775574508755028,0.6438325568139701,21.362379471115386
67,2013-04-10,78.48999786376953,79.48999786376953,78.43000030517578,79.23999786376953,56.695072174072266,7947600,0.012522359287729268,13.150267385418424,6.862283028095215e-05,0.013504874346327864,56.23102842058454,0.3009141668382093,56.83285675426096,55.62920008690813,0.003185119210143314,-0.0007643975057546088,1.054284211841263,55.858840047558054,0.012522359287729268,0.7011756896972656,60.89239010423882,0.384094157311047,-6.4737573448666605,22.58260590689523,0.9005261017116181,0.5487904248489438,21.452797727828187
68,2013-04-11,79.37000274658203,80.12999725341797,79.33000183105469,79.66999816894531,57.00272750854492,11831600,0.0054264916274919806,13.163790436088652,6.876403914494408e-05,0.010079317055305658,56.30359867640904,0.4148109738942927,57.13322062419763,55.47397672862045,0.005795628934792566,-0.000503980271426491,1.0600052762898167,56.01135837568964,0.0054264916274919806,0.30765533447265625,66.0156060174804,0.4411416751636139,-5.267561588322255,22.673483439854213,0.8979997269517,0.7162867120637004,20.817634080317244
69,2013-04-12,79.51000213623047,80.66000366210938,79.47000122070312,80.08000183105469,57.296077728271484,9383400,0.005146248829629885,13.009414623134811,6.716066223675946e-05,0.014966701162544673,56.50393458775112,0.5112870795478138,57.526508746846744,55.48136042865549,0.007294702747723824,-0.000503092874514167,1.0654603272023246,56.18265428936722,0.005146248829629885,0.2933502197265625,67.49685947164761,0.5042109254802654,-4.536473738257606,22.777048110961914,1.0062210163398393,0.7136159116944194,20.45661254419696
70,2013-04-15,79.79000091552734,80.83999633789062,79.5999984741211,79.6500015258789,56.98841857910156,10877200,-0.005369637178813669,13.079799743617121,6.788934973536767e-05,0.01554076763430923,56.61738913399832,0.5191652463843689,57.65571962676706,55.57905864122959,0.014914084451152608,-0.0023812813538804586,1.059739191816828,56.29008952799847,-0.005369637178813669,-0.3076591491699219,68.86919891823341,0.5233355521423704,-4.585853983636991,22.86343901497977,0.9641460414422699,0.7120821568069704,20.723728082706817
71,2013-04-16,79.83000183105469,80.20999908447266,79.37000274658203,80.0999984741211,57.310386657714844,9365600,0.005649710706858491,11.953835909265004,5.6704044819695824e-05,0.010522313899833305,56.80852617536272,0.4874648067191599,57.78345578880104,55.8335965619244,0.001377935711242476,-0.005762233169506354,1.0657264116753131,56.426129145293984,0.005649710706858491,0.32196807861328125,67.76313297199917,0.5580393593351971,-4.510451564027108,22.905224118913925,0.9616956688623588,0.7102724033913224,20.76391520960791
