,Date,Open,High,Low,Close,Adj Close,Volume,Daily Return,Volatility,Stock Variance,Daily Variation,7-Day SMA,7-Day STD,SMA + 2STD,SMA - 2STD,High-Close,Low-Open,Cumulative Return,14-Day EMA,Close % Change,Close Change,RSI,MACD,Stochastic Oscillator,ATR,+DI,-DI,ADX,Volatility Class
62,2013-04-03,15.819999694824219,15.920000076293945,15.130000114440918,15.529999732971191,14.640775680541992,14658300,-0.013341703751591383,35.442294847625575,0.0004984747079627089,0.04993678742683473,15.443450382777623,0.5021779162912045,16.447806215360032,14.439094550195215,0.024652360989004894,-0.0436156506759634,1.0875351561819275,15.23106744635656,-0.013341703751591383,-0.19797420501708984,45.7589520589363,0.4361640924143497,-0.2127062579688812,1.2283876282828194,9.535251682860899,10.073529565444378,8.443018227721021,0
63,2013-04-04,15.119999885559082,15.710000038146973,15.119999885559082,15.6899995803833,14.79161262512207,5520300,0.010302524119712109,35.43355733221847,0.000498228962387148,0.039021174408300906,15.320894513811384,0.5462586170265066,16.413411747864398,14.228377279758371,0.0013227816081383742,0.0,1.0987395133595268,15.172473470191962,0.010302524119712109,0.15083694458007812,43.48835228783172,0.3647546711852794,-0.1421589613786743,1.20754759652274,9.4902505080109,9.107577733304105,8.280071025497893,0
64,2013-04-05,15.170000076293945,15.789999961853027,15.029999732971191,15.720000267028809,14.819896697998047,5252300,0.0019121696594419646,33.537299141650955,0.0004463295371891198,0.05009889420300551,15.214500154767718,0.5631357298439216,16.340771614455562,14.088228695079875,0.0046143503277634645,-0.009228763521335209,1.100840489720603,15.12546323389944,0.0019121696594419646,0.028284072875976562,46.7980363073349,0.30690664986844673,-0.08754291036695393,1.1916858809334892,7.51090002631735,9.262145127257625,8.406568611036604,0
65,2013-04-08,15.819999694824219,15.970000267028809,15.529999732971191,15.84000015258789,14.933024406433105,3780700,0.0076335018212603245,33.221477557705406,0.0004379629250464776,0.027812929364440558,15.105411120823451,0.5269709947044721,16.159353110232395,14.051469131414507,0.008217453663001632,-0.018331224238133565,1.1092437576038023,15.099804723570596,0.0076335018212603245,0.1131277084350586,44.186053198460804,0.2671110469470186,-0.040406376423904954,1.1834796496800013,7.523828158648651,10.25267657482444,9.010822069144043,0
66,2013-04-09,16.06999969482422,16.100000381469727,15.670000076293945,15.699999809265137,14.801039695739746,4420200,-0.008838444718305083,33.460594939033314,0.00044429024352145313,0.02675795353712885,14.934371539524623,0.3551455763178333,15.644662692160288,14.224080386888957,0.024891137510937286,-0.024891078165925805,1.099439767973096,15.059969386526483,-0.008838444718305083,-0.13198471069335938,34.65905172017399,0.22235946036412635,-0.0953999927679715,1.1602106094360352,7.541938072131601,9.49580773005497,9.087934447304425,0
67,2013-04-10,15.739999771118164,15.979999542236328,15.699999809265137,15.779999732971191,14.876463890075684,3650600,0.005095871363526294,33.21775358531241,0.0004378647433549743,0.01778905572063425,14.814508983067103,0.09072843198110571,14.995965847029314,14.633052119104892,0.012706468371881609,-0.0025412936743763217,1.105042371602632,15.03550198699971,0.005095871363526294,0.0754241943359375,26.984164195751106,0.19078040990730294,-0.06397325262071626,1.1365079879760742,7.5141414238176525,9.577608946310301,8.232125083344798,0
68,2013-04-11,15.770000457763672,16.3799991607666,15.75,16.190000534057617,15.262985229492188,5062200,0.02598207089215321,33.35054535425863,0.0004413725696136751,0.0399492163905708,14.875114032200404,0.19331425564317953,15.261742543486763,14.488485520914045,0.012048105338858556,-0.0012682598086942681,1.1337536608404448,15.065833085998708,0.02598207089215321,0.3865213394165039,37.83786000579619,0.19469846400532553,0.10309087372134917,1.1591489655630929,7.272127246677853,9.515660260689923,8.005352946805308,0
69,2013-04-12,16.110000610351562,16.389999389648438,15.949999809265137,16.139999389648438,15.215846061706543,3751800,-0.0030884631726275646,32.204020507074674,0.00041154719715082784,0.02731220134781229,14.957266943795341,0.1992329270385014,15.355732797872344,14.558801089718338,0.015518311019762546,-0.009931768778681266,1.1302521044121074,15.085834816093087,-0.0030884631726275646,-0.04713916778564453,38.88884899397695,0.1917889891418998,0.08849827589260534,1.1494073186601912,5.041026963666662,10.475893548523157,9.422602830538004,0
70,2013-04-15,16.200000762939453,16.389999389648438,15.470000267028809,15.59000015258789,14.697339057922363,6243400,-0.034076777701444905,33.4625578905213,0.00044434237324463856,0.05679006662297818,14.94379929133824,0.21486975288079607,15.373538797099831,14.514059785576647,0.04938266662867668,-0.045061756884645206,1.0917367547034658,15.034035381670323,-0.034076777701444905,-0.5185070037841797,35.6940926377701,0.1459614744696296,-0.1584098884246159,1.154319899422782,5.078393761069219,8.768168957723336,10.100291402925512,0
71,2013-04-16,15.960000038146973,16.739999771118164,15.8100004196167,16.3700008392334,15.432677268981934,10458200,0.0500320641826113,37.45995969418693,0.0005568446747182971,0.058270635919712814,15.031339372907366,0.27295330108493693,15.57724597507724,14.485432770737493,0.02318289041355943,-0.0093984723165257,1.1463585980853053,15.087187633311872,0.0500320641826113,0.7353382110595703,48.341278693609695,0.16705280631269304,0.19175125987223485,1.215188775743757,5.571132155592628,8.491177021184008,10.263483820351476,0
72,2013-04-17,16.170000076293945,16.549999237060547,15.899999618530273,16.520000457763672,15.574090003967285,6581900,0.009163201725832515,37.005836981520986,0.0005434253851995658,0.04019787355988986,15.122920172555107,0.33496869064467705,15.792857553844462,14.452982791265752,0.0018552120689754824,-0.016697616356817862,1.1568629131697035,15.15210794939926,0.009163201725832515,0.14141273498535156,48.463337412414745,0.19295440634454764,0.25909067583284173,1.2089015415736608,5.602921325268364,8.887392828192603,10.497589493782458,0
73,2013-04-18,16.540000915527344,16.540000915527344,15.949999809265137,16.100000381469727,15.17813777923584,7633300,-0.02542377915053673,36.48778804790244,0.0005283169351701,0.03567116527232647,15.176791327340263,0.30341154004111254,15.783614407422489,14.569968247258037,0.02660220735807551,-0.03567116527232647,1.1274510859578304,15.155578593377472,-0.02542377915053673,-0.3959522247314453,39.95388238372473,0.17946283965195953,0.07054194601384463,1.1783699989318848,5.7193514842822175,6.508227421367447,10.008333871620792,0
74,2013-04-19,16.100000381469727,16.239999771118164,15.850000381469727,16.020000457763672,15.102716445922852,5762600,-0.004969076866344402,34.98639353005268,0.0004857332270792509,0.024223564000489514,15.209113121032715,0.27698646351742234,15.76308604806756,14.65514019399787,0.013664553300737813,-0.015527949942643303,1.1218486948486626,15.148530307050189,-0.004969076866344402,-0.07542133331298828,42.092430711916535,0.16083084668377268,0.04252439259034112,1.1733828272138322,3.8950211015189735,6.625550687110001,10.996147632275084,0
75,2013-04-22,15.989999771118164,16.0,15.5,15.520000457763672,14.631345748901367,9227100,-0.031210987686174585,36.16469667518596,0.0005190020974635738,0.03126954391225958,15.11887890951974,0.3498205367445442,15.818519983008828,14.419237836030652,0.030018733527646713,-0.030644138719953147,1.0868346890479899,15.07957236596368,-0.031210987686174585,-0.4713706970214844,47.01086007852508,0.10679808038864991,-0.23313097963542873,1.1810459409441267,3.534527528834222,6.703417084477013,12.304781482346476,0
76,2013-04-23,15.329999923706055,16.489999771118164,15.329999923706055,16.299999237060547,15.366683959960938,12302300,0.05025772910292847,40.70876383970573,0.0006576204179987828,0.0756686140368667,15.14042718069894,0.36124803714684867,15.862923254992637,14.417931106405241,0.012394033594468813,0.0,1.1414565324298291,15.11785391182998,0.05025772910292847,0.7353382110595703,59.058773908750794,0.12190710277313777,0.19689135642043093,1.2365747860499792,5.394776025901063,6.545133624230011,12.59828003614434,0
77,2013-04-24,16.260000228881836,16.5,16.0,16.450000762939453,15.508097648620605,6114400,0.009202615803652447,40.52532720381949,0.0006517072003875523,0.030750307070222218,15.256249836512975,0.32350969622049436,15.903269228953963,14.609230444071986,0.0030749837857773025,-0.01599017375288903,1.1519609183543502,15.169886410068731,0.009202615803652447,0.14141368865966797,58.962257286041314,0.14363626524354167,0.2795894181192539,1.2411527633666992,5.388803807096164,9.19266909678808,13.757557472583468,0
78,2013-04-25,16.549999237060547,16.729999542236328,16.190000534057617,16.219999313354492,15.291266441345215,5548800,-0.013981805646850365,40.774108939144156,0.0006597333173734901,0.03262834036689783,15.236048289707728,0.31495871357083594,15.8659657168494,14.606130862566056,0.030815725220082687,-0.021752188495379608,1.1358544246811524,15.186070414238928,-0.013981805646850365,-0.21683120727539062,55.630604922044576,0.14172658095487023,-0.02747055783866264,1.257118088858468,6.292314546661229,8.58763026084154,14.317588208458384,0
79,2013-04-26,16.3799991607666,16.729999542236328,16.15999984741211,16.59000015258789,15.640082359313965,7272100,0.022811447260222106,41.46941233733032,0.0006824254601601284,0.034798517950445494,15.245475769042969,0.3275014337836042,15.900478636610178,14.59047290147576,0.00854697172291463,-0.01343097219940248,1.1617649079850565,15.246605340248934,0.022811447260222106,0.34881591796875,57.99573275631502,0.16644104306290686,0.21991664479753695,1.2777344839913505,6.23472902106205,8.509038639498582,14.8776189443333,0
80,2013-04-29,16.700000762939453,16.969999313354492,16.559999465942383,16.809999465942383,15.847478866577148,5436400,0.01326057641503886,41.17457973992499,0.0006727563558569208,0.024550887944986128,15.341095924377441,0.39526656840838964,16.13162906119422,14.550562787560661,0.00958082874865372,-0.00838331081443783,1.177170580323703,15.32672181042603,0.01326057641503886,0.2073965072631836,61.63516263891149,0.20045191232452453,0.3155360582067194,1.2893731253487724,6.2502762463042965,8.176466982685564,15.330894610409048,0
81,2013-04-30,16.799999237060547,17.049999237060547,16.56999969482422,16.899999618530273,15.932332038879395,3640700,0.00535436412420176,40.708209348899565,0.0006576025033308862,0.028571402621105857,15.459612437656947,0.4343244141790091,16.328261266014966,14.590963609298928,0.008928549127512847,-0.013690449564363823,1.183473580247054,15.40746984088648,0.00535436412420176,0.0848531723022461,61.71543698586942,0.23158316651856836,0.3501932300185745,1.2910560199192591,6.38972659902611,8.153761710225684,15.882836812302164,0
