,Date,Open,High,Low,Close,Adj Close,Volume,Daily Return,Volatility,Stock Variance,Daily Variation,7-Day SMA,7-Day STD,SMA + 2STD,SMA - 2STD,High-Close,Low-Open,Cumulative Return,14-Day EMA,Close % Change,Close Change,RSI,MACD,Stochastic Oscillator,ATR,+DI,-DI,ADX,Volatility Class
62,2013-04-03,57.63999938964844,57.75,57.0,57.25,51.63825225830078,8101000,-0.0036549277710696826,14.380120905673671,8.20586814530924e-05,0.013011797500724686,51.22077505929129,0.39228747226214894,52.005350003815586,50.436200114767,0.008674531667149791,-0.011103389944923818,1.0625460367138277,51.21780496076562,-0.0036549277710696826,-0.18942642211914062,49.26820345202491,0.34949573969658587,-2.000846269654474,5.893212999616351,1.5417823768494292,4.2559567597491315,29.40670804398645,0
63,2013-04-04,57.279998779296875,57.720001220703125,57.18000030517578,57.59000015258789,51.94492721557617,6412400,0.005938910475539849,13.938133872072648,7.709189517294393e-05,0.009427390485953016,51.398591722760884,0.3990435155873316,52.196678753935544,50.600504691586224,0.0022695717682560705,-0.001745783454123203,1.0688564025020109,51.314754594740364,0.005938910475539849,0.3066749572753906,48.68413547485062,0.3780374065643528,-1.888648634357573,5.891869408743722,1.5438633794846903,3.6827520366161477,30.442177497948812,0
64,2013-04-05,56.88999938964844,57.72999954223633,56.369998931884766,57.70000076293945,52.044151306152344,7034700,0.0019101786429380763,13.89549918307079,7.662099108996859e-05,0.023905794075276873,51.536465236118865,0.43531260710234165,52.40709045032355,50.66584002191418,0.0005273119989228458,-0.009140454620189184,1.0708981091744378,51.4120074895953,0.0019101786429380763,0.09922409057617188,50.99668124185064,0.40400630485071076,-1.8672582317838775,5.8986069815499445,1.5532916948977233,3.4043637924598342,31.130833553858274,0
65,2013-04-08,57.83000183105469,58.81999969482422,57.7599983215332,58.81999969482422,53.05437088012695,9796200,0.01941081848048487,15.238284775763491,9.214496940764498e-05,0.018329609886365165,51.83927263532366,0.6373219049116028,53.11391644514686,50.564628825500456,0.0,-0.0012105050545561718,1.0916851179827174,51.63098927499952,0.01941081848048487,1.0102195739746094,65.57112525415113,0.5003355637698945,-0.8841915775012746,6.007304327828543,1.5391533765071101,4.481885473685952,32.467440235843235,0
66,2013-04-09,58.720001220703125,59.2400016784668,58.52000045776367,59.13999938964844,53.34300231933594,8864800,0.005440295199449885,14.020537158204071,7.800613579546866e-05,0.012261600915111553,52.14079066685268,0.7845978753320393,53.70998641751676,50.5715949161886,0.001703036218315016,-0.0034060074724408915,1.0976242072893896,51.85925768091104,0.005440295199449885,0.2886314392089844,72.85931750137672,0.5931301057800056,-0.7498500157341984,6.0355232783726285,0.7127513352039508,5.109368435639296,35.03382227075758,0
67,2013-04-10,59.369998931884766,60.13999938964844,59.34000015258789,60.11000061035156,54.21792221069336,8438100,0.016401774428063565,14.917551377048838,8.830688059003633e-05,0.013474806323954739,52.58147212437221,0.9689600706049254,54.51939226558206,50.64355198316236,0.0005052851581030449,-0.0005052851581030449,1.1156271919441323,52.17374628488202,0.016401774428063565,0.8749198913574219,74.27244830681587,0.7288672442064055,-0.38690317191596946,6.066766193934849,1.424250329665093,4.423927228280309,36.074394864815574,0
68,2013-04-11,60.11000061035156,60.66999816894531,60.02000045776367,60.54999923706055,54.61478805541992,9241800,0.007319827624236996,14.405202307619483,8.234517996962126e-05,0.010813470380662486,52.979630606515066,1.1611603098877026,55.30195122629047,50.65730998673966,0.0019963222536401133,-0.001497257555715141,1.123793390682075,52.49921852095374,0.007319827624236996,0.3968658447265625,83.43831945710956,0.8585666394849767,-0.26150230749484815,6.135389872959682,1.4149045164545315,4.932403375305233,37.72449338650999,0
69,2013-04-12,60.290000915527344,60.72999954223633,60.27000045776367,60.54999923706055,54.61478805541992,8533000,0.0,14.430497873261139,8.263463050404532e-05,0.007629774050213791,53.404850006103516,1.1327343640278464,55.67031873415921,51.13938127804782,0.002985574762687111,-0.0003317375594618854,1.123793390682075,52.78129445888256,0.0,0.0,82.11227004871188,0.9503987396093905,-0.25827381045823455,6.121505464826312,1.4128139617108442,4.933010130639481,39.39796477141317,0
70,2013-04-15,60.2599983215332,60.66999816894531,58.84000015258789,58.880001068115234,53.108489990234375,12027900,-0.027580406677712332,17.705375048155762,0.0001243969466650225,0.030368371512275557,53.57107325962612,0.9540760234663993,55.47922530655892,51.66292121269332,0.02970456605854972,-0.023564523871516484,1.0927987119453382,52.824920529729475,-0.027580406677712332,-1.5062980651855469,69.15342374321168,0.891355681918732,-0.6079141322525556,6.132901327950614,1.113284766094781,4.934776445336074,41.77690884483479,0
71,2013-04-16,59.2599983215332,60.75,59.08000183105469,60.75,54.79518508911133,10309400,0.031759424890203114,20.583013269852504,0.00016811922034401755,0.02818086763830515,53.96407808576311,0.7689122096439615,55.501902505051035,52.42625366647519,0.0,-0.003037402895320546,1.127505370557477,53.08762247098039,0.031759424890203114,1.6866950988769531,74.46546787884876,0.969490152505486,-0.2510119770316676,6.248024259294782,1.0963974786800148,4.9921127178346305,43.97207369613326,0
